time_s,accel_x,accel_y,accel_z,angle_x,angle_y,angle_z
0.0,0.112,-0.644,0.419,-58.71,-3.25,-467.46
0.012167,0.164,-0.559,0.389,-58.59,-3.43,-467.47
0.024363,0.163,-0.571,0.387,-58.55,-3.43,-467.49
0.036578,0.140,-0.609,0.409,-58.57,-3.31,-467.50
0.048778,0.112,-0.649,0.430,-58.58,-3.21,-467.50
0.06096,0.099,-0.690,0.444,-58.58,-3.18,-467.50
0.07315,0.078,-0.732,0.452,-58.61,-3.11,-467.50
0.085329,0.063,-0.758,0.464,-58.66,-3.03,-467.50
0.097517,0.047,-0.779,0.470,-58.70,-2.96,-467.49
0.109764,0.056,-0.769,0.458,-58.76,-2.94,-467.49
0.121937,0.045,-0.778,0.466,-58.77,-2.94,-467.49
0.134115,0.045,-0.776,0.472,-58.76,-2.94,-467.49
0.146311,0.039,-0.787,0.467,-58.79,-2.90,-467.49
0.15852,0.039,-0.784,0.469,-58.81,-2.88,-467.49
0.170767,0.044,-0.772,0.469,-58.78,-2.89,-467.49
0.182952,0.046,-0.778,0.466,-58.80,-2.89,-467.49
0.195129,0.045,-0.780,0.461,-58.82,-2.89,-467.49
0.207323,0.046,-0.770,0.468,-58.83,-2.89,-467.49
0.219513,0.039,-0.779,0.465,-58.85,-2.88,-467.49
0.231688,0.049,-0.771,0.464,-58.85,-2.88,-467.49
0.24386,0.046,-0.770,0.465,-58.84,-2.88,-467.49
0.256019,0.046,-0.773,0.464,-58.86,-2.89,-467.49
0.26822,0.047,-0.773,0.464,-58.86,-2.89,-467.49
0.2804,0.041,-0.766,0.467,-58.84,-2.90,-467.49
0.292631,0.038,-0.777,0.462,-58.85,-2.89,-467.49
0.304869,0.044,-0.772,0.460,-58.87,-2.88,-467.49
0.317025,0.045,-0.768,0.458,-58.88,-2.87,-467.49
0.329232,0.048,-0.769,0.460,-58.89,-2.87,-467.49
0.34142,0.044,-0.778,0.464,-58.88,-2.86,-467.49
0.35364,0.046,-0.770,0.468,-58.86,-2.88,-467.50
0.365835,0.049,-0.773,0.465,-58.86,-2.90,-467.50
0.378027,0.046,-0.770,0.463,-58.86,-2.89,-467.50
0.390182,0.048,-0.767,0.464,-58.84,-2.89,-467.50
0.402375,0.050,-0.765,0.463,-58.85,-2.89,-467.50
0.41459,0.045,-0.774,0.464,-58.88,-2.88,-467.50
0.426826,0.047,-0.769,0.466,-58.87,-2.89,-467.50
0.439,0.043,-0.769,0.463,-58.88,-2.88,-467.50
0.451195,0.043,-0.777,0.459,-58.92,-2.87,-467.50
0.463395,0.043,-0.764,0.462,-58.90,-2.86,-467.51
0.475577,0.045,-0.770,0.461,-58.90,-2.87,-467.51
0.487732,0.044,-0.776,0.462,-58.92,-2.86,-467.51
0.499909,0.045,-0.766,0.463,-58.90,-2.87,-467.51
0.512079,0.047,-0.771,0.468,-58.89,-2.86,-467.51
0.524271,0.044,-0.771,0.461,-58.92,-2.85,-467.51
0.536459,0.044,-0.766,0.461,-58.89,-2.85,-467.51
0.54868,0.046,-0.768,0.460,-58.89,-2.85,-467.51
0.56085,0.048,-0.779,0.459,-58.92,-2.83,-467.51
0.573029,0.049,-0.765,0.468,-58.89,-2.84,-467.51
0.585198,0.044,-0.775,0.463,-58.90,-2.84,-467.51
0.597378,0.047,-0.774,0.461,-58.92,-2.84,-467.51
0.609537,0.048,-0.773,0.459,-58.92,-2.86,-467.52
0.621752,0.041,-0.771,0.466,-58.91,-2.86,-467.52
0.633932,0.042,-0.774,0.462,-58.92,-2.85,-467.52
0.646089,0.046,-0.766,0.465,-58.89,-2.86,-467.52
0.658305,0.047,-0.775,0.457,-58.92,-2.86,-467.52
0.670514,0.047,-0.767,0.465,-58.92,-2.86,-467.52
0.682783,0.048,-0.771,0.463,-58.91,-2.85,-467.52
0.694952,0.044,-0.774,0.465,-58.90,-2.85,-467.52
0.707106,0.043,-0.775,0.462,-58.92,-2.84,-467.53
0.719301,0.047,-0.768,0.464,-58.90,-2.84,-467.52
0.73156,0.047,-0.772,0.461,-58.91,-2.83,-467.53
0.743779,0.039,-0.776,0.464,-58.91,-2.83,-467.52
0.755979,0.046,-0.769,0.463,-58.92,-2.83,-467.53
0.768124,0.046,-0.764,0.464,-58.91,-2.82,-467.53
0.780318,0.048,-0.775,0.458,-58.92,-2.83,-467.53
0.792542,0.046,-0.764,0.465,-58.90,-2.84,-467.53
0.804813,0.046,-0.771,0.461,-58.91,-2.85,-467.53
0.816981,0.042,-0.773,0.457,-58.91,-2.84,-467.53
0.829125,0.048,-0.774,0.468,-58.90,-2.84,-467.53
0.841309,0.042,-0.770,0.470,-58.87,-2.86,-467.53
0.853515,0.046,-0.773,0.463,-58.89,-2.85,-467.54
0.865747,0.044,-0.771,0.466,-58.87,-2.84,-467.54
0.877925,0.048,-0.775,0.464,-58.88,-2.84,-467.54
0.890108,0.044,-0.773,0.463,-58.88,-2.84,-467.54
0.902279,0.043,-0.771,0.458,-58.88,-2.84,-467.54
0.914488,0.045,-0.767,0.462,-58.87,-2.85,-467.54
0.926678,0.045,-0.771,0.460,-58.89,-2.85,-467.54
0.938834,0.048,-0.764,0.461,-58.88,-2.85,-467.54
0.95102,0.049,-0.769,0.461,-58.88,-2.85,-467.54
0.963166,0.048,-0.774,0.462,-58.90,-2.85,-467.54
0.975356,0.046,-0.774,0.465,-58.90,-2.85,-467.54
0.987584,0.045,-0.767,0.466,-58.89,-2.86,-467.54
0.999854,0.044,-0.772,0.459,-58.91,-2.85,-467.54
1.01202,0.048,-0.766,0.464,-58.92,-2.85,-467.54
1.024189,0.050,-0.767,0.465,-58.90,-2.86,-467.54
1.03639,0.040,-0.777,0.464,-58.91,-2.86,-467.54
1.048596,0.042,-0.775,0.463,-58.91,-2.85,-467.55
1.060846,0.044,-0.767,0.464,-58.88,-2.85,-467.54
1.073039,0.041,-0.779,0.465,-58.88,-2.83,-467.55
1.085189,0.043,-0.777,0.466,-58.88,-2.83,-467.55
1.097409,0.041,-0.769,0.461,-58.88,-2.83,-467.55
1.109631,0.042,-0.778,0.465,-58.89,-2.82,-467.55
1.12186,0.043,-0.778,0.466,-58.90,-2.82,-467.55
1.13405,0.042,-0.775,0.465,-58.88,-2.84,-467.55
1.146204,0.043,-0.776,0.466,-58.89,-2.84,-467.55
1.158409,0.041,-0.773,0.469,-58.87,-2.84,-467.55
1.170608,0.045,-0.770,0.467,-58.86,-2.84,-467.55
1.182856,0.040,-0.772,0.466,-58.85,-2.84,-467.55
1.195061,0.048,-0.770,0.465,-58.85,-2.86,-467.55
1.207217,0.047,-0.771,0.466,-58.84,-2.87,-467.55
1.219416,0.045,-0.776,0.461,-58.87,-2.86,-467.55
1.231613,0.048,-0.769,0.462,-58.87,-2.86,-467.55
1.243839,0.048,-0.766,0.461,-58.87,-2.87,-467.55
1.256032,0.043,-0.776,0.464,-58.88,-2.87,-467.55
1.268227,0.043,-0.771,0.469,-58.86,-2.87,-467.56
1.280395,0.044,-0.774,0.465,-58.85,-2.87,-467.56
1.29257,0.042,-0.777,0.460,-58.88,-2.87,-467.56
1.304755,0.046,-0.773,0.466,-58.87,-2.87,-467.56
1.316927,0.047,-0.770,0.463,-58.88,-2.88,-467.56
1.329099,0.044,-0.773,0.462,-58.90,-2.87,-467.56
1.341249,0.046,-0.774,0.464,-58.90,-2.87,-467.56
1.35346,0.047,-0.767,0.461,-58.88,-2.88,-467.56
1.365653,0.044,-0.773,0.461,-58.91,-2.87,-467.56
1.377868,0.044,-0.774,0.467,-58.91,-2.86,-467.56
1.390043,0.046,-0.771,0.461,-58.90,-2.86,-467.56
1.402223,0.047,-0.774,0.460,-58.90,-2.86,-467.56
1.414397,0.049,-0.772,0.465,-58.90,-2.87,-467.57
1.426596,0.044,-0.768,0.467,-58.87,-2.88,-467.57
1.438789,0.046,-0.772,0.463,-58.88,-2.88,-467.57
1.450961,0.045,-0.774,0.465,-58.88,-2.87,-467.57
1.463141,0.047,-0.764,0.463,-58.87,-2.87,-467.57
1.475283,0.047,-0.774,0.459,-58.88,-2.88,-467.57
1.487495,0.044,-0.775,0.462,-58.90,-2.87,-467.57
1.501902,0.046,-0.772,0.464,-58.89,-2.88,-467.57
1.514078,0.047,-0.768,0.460,-58.90,-2.88,-467.57
1.52625,0.050,-0.769,0.463,-58.90,-2.88,-467.57
1.538431,0.049,-0.770,0.466,-58.88,-2.88,-467.57
1.550617,0.032,-0.770,0.300,-59.23,-2.96,-467.63
1.562786,0.071,-0.730,0.521,-58.63,-3.28,-467.85
1.574955,0.060,-0.729,0.527,-57.78,-3.82,-467.99
1.58715,0.037,-0.778,0.401,-57.81,-4.37,-468.13
1.599303,0.075,-0.764,0.492,-57.28,-5.13,-468.34
1.611446,0.109,-0.736,0.579,-56.18,-6.04,-468.54
1.623611,0.095,-0.753,0.549,-55.49,-6.84,-468.69
1.635734,0.116,-0.759,0.545,-55.05,-7.52,-468.80
1.647975,0.122,-0.741,0.577,-54.50,-8.15,-468.82
1.660164,0.109,-0.764,0.573,-54.13,-8.41,-468.74
1.672336,0.118,-0.734,0.561,-53.90,-8.46,-468.63
1.684533,0.118,-0.724,0.559,-53.67,-8.35,-468.52
1.69675,0.115,-0.743,0.533,-53.69,-8.14,-468.38
1.708996,0.103,-0.740,0.552,-53.72,-7.87,-468.23
1.721142,0.142,-0.734,0.596,-53.64,-7.63,-468.10
1.733307,0.062,-0.746,0.512,-53.96,-7.25,-468.03
1.745493,0.073,-0.724,0.617,-53.86,-6.84,-467.99
1.757663,0.112,-0.738,0.567,-54.24,-6.57,-467.92
1.769846,0.176,-0.855,0.421,-55.56,-6.36,-467.73
1.782008,0.115,-0.682,0.485,-57.58,-5.54,-467.65
1.794207,0.058,-0.788,0.350,-59.01,-4.69,-467.57
1.806356,0.056,-0.841,0.376,-59.42,-3.90,-467.48
1.818542,0.054,-0.794,0.356,-61.18,-2.96,-467.49
1.830736,0.029,-0.784,0.428,-62.03,-1.89,-467.48
1.84297,-0.006,-0.832,0.410,-62.89,-0.52,-467.32
1.85515,-0.038,-0.961,0.570,-63.52,0.89,-467.12
1.867355,-0.020,-0.923,0.607,-63.17,1.50,-467.23
1.879509,-0.042,-0.875,0.344,-63.52,1.67,-467.43
1.891664,-0.048,-0.915,0.358,-64.21,1.88,-467.67
1.903835,-0.023,-0.848,0.351,-64.39,1.84,-468.01
1.915967,0.023,-0.954,0.372,-64.49,1.51,-468.37
1.928137,0.104,-0.975,0.394,-64.45,0.86,-468.92
1.940278,0.205,-0.998,0.375,-64.28,-0.24,-469.61
1.952425,0.221,-1.019,0.291,-64.31,-1.40,-470.43
1.964558,0.170,-0.982,0.254,-64.61,-2.10,-471.41
1.976742,0.100,-0.952,0.315,-64.82,-2.19,-472.46
1.988922,0.103,-0.916,0.390,-64.63,-1.99,-473.62
2.001092,0.120,-0.980,0.521,-63.90,-1.83,-474.70
2.013252,0.119,-0.996,0.548,-62.96,-1.84,-475.84
2.025419,0.121,-0.980,0.514,-62.11,-2.01,-477.11
2.037627,0.111,-0.966,0.606,-61.01,-2.10,-478.50
2.049799,0.165,-0.945,0.628,-59.66,-2.51,-479.99
2.062031,0.183,-0.950,0.700,-58.09,-3.08,-481.64
2.074217,0.230,-0.866,0.655,-56.37,-3.99,-483.16
2.086403,0.274,-0.844,0.594,-54.53,-5.17,-484.56
2.098578,0.254,-0.860,0.792,-52.96,-6.21,-486.01
2.11075,0.245,-0.653,0.277,-52.33,-8.01,-487.52
2.122951,0.209,-0.580,0.211,-53.00,-9.19,-489.00
2.13511,0.203,-0.403,0.296,-52.20,-10.34,-490.19
2.14738,0.201,-0.366,0.168,-51.35,-11.60,-491.08
2.15966,0.206,-0.274,0.181,-50.44,-12.89,-491.75
2.171964,0.223,-0.280,0.240,-48.93,-14.04,-492.26
2.184241,0.216,-0.232,0.320,-46.94,-14.75,-492.55
2.196676,0.258,-0.262,0.306,-45.11,-15.59,-492.61
2.208997,0.267,-0.268,0.288,-43.94,-16.52,-492.50
2.221376,0.262,-0.315,0.212,-43.84,-17.36,-492.30
2.233665,0.253,-0.315,0.159,-44.89,-17.92,-492.09
2.245979,0.226,-0.339,0.208,-45.88,-17.85,-491.70
2.258251,0.259,-0.374,0.168,-47.33,-17.85,-491.17
2.270569,0.389,-0.519,0.227,-49.09,-17.83,-490.51
2.282807,0.358,-0.760,0.330,-51.12,-16.81,-489.82
2.294986,0.239,-0.990,0.673,-53.25,-14.49,-489.15
2.307137,0.111,-1.181,1.095,-54.15,-11.84,-488.70
2.31931,-0.085,-1.185,1.360,-54.00,-9.22,-488.50
2.331452,-0.020,-1.302,1.198,-53.83,-7.39,-488.44
2.343613,0.110,-1.331,1.402,-53.23,-6.31,-488.49
2.35576,0.208,-1.281,1.465,-51.90,-6.10,-488.59
2.367887,0.289,-1.257,1.065,-50.76,-6.89,-488.69
2.380079,0.248,-1.275,1.075,-49.61,-7.76,-488.79
2.39225,0.215,-1.314,1.227,-48.02,-8.47,-489.04
2.404412,0.222,-1.278,1.108,-46.28,-9.42,-489.48
2.41658,0.223,-1.115,0.733,-45.09,-10.76,-490.14
2.428735,0.137,-0.938,0.323,-45.19,-11.93,-491.03
2.440867,0.114,-0.662,0.241,-45.52,-12.81,-492.14
2.453034,0.147,-0.489,0.177,-45.79,-13.55,-493.07
2.46524,0.196,-0.315,0.226,-44.59,-15.03,-493.79
2.47756,0.249,-0.126,0.079,-42.08,-18.21,-494.28
2.491873,0.304,-0.025,0.062,-36.83,-24.63,-494.58
2.503999,0.308,0.061,0.062,-31.72,-29.43,-494.66
2.516126,0.265,-0.002,0.100,-27.65,-33.32,-494.55
2.528302,0.217,-0.048,0.192,-25.17,-34.74,-494.31
2.54046,0.158,-0.075,0.144,-24.60,-35.16,-493.93
2.552691,0.040,-0.191,0.136,-26.95,-32.99,-493.41
2.564866,0.056,-0.321,0.312,-30.19,-29.32,-492.70
2.576979,0.093,-0.454,0.402,-33.27,-26.14,-491.88
2.589199,0.066,-0.672,0.472,-36.80,-23.15,-490.92
2.601359,0.168,-0.930,0.756,-40.06,-20.53,-489.98
2.613516,0.286,-1.134,1.106,-42.07,-18.63,-489.19
2.62785,0.333,-1.378,1.320,-43.71,-16.99,-488.55
2.639984,0.261,-1.403,1.497,-44.21,-15.83,-488.45
2.6522,0.157,-1.305,1.393,-44.14,-14.92,-488.67
2.66436,0.068,-1.183,1.061,-44.20,-14.07,-489.06
2.676504,0.018,-1.085,0.926,-44.24,-13.11,-489.51
2.688647,0.007,-1.041,1.028,-43.75,-11.99,-489.89
2.700776,0.098,-1.097,1.138,-42.73,-11.32,-490.15
2.712908,0.177,-1.072,1.107,-41.32,-11.20,-490.44
2.72506,0.225,-0.968,0.904,-40.10,-11.67,-490.78
2.737222,0.220,-0.747,0.673,-39.12,-12.42,-491.23
2.749393,0.254,-0.506,0.420,-38.28,-13.76,-491.70
2.761702,0.264,-0.261,0.270,-36.92,-15.93,-492.10
2.773925,0.263,-0.066,0.176,-34.16,-19.18,-492.39
2.786123,0.238,-0.000,0.138,-30.39,-22.81,-492.51
2.79829,0.242,0.116,0.002,-24.96,-26.97,-492.56
2.810543,0.263,0.127,0.066,-19.81,-30.00,-492.50
2.822854,0.197,0.127,0.086,-15.07,-31.66,-492.29
2.835078,0.093,0.050,0.133,-11.46,-31.44,-491.96
2.847161,0.029,-0.093,0.250,-12.37,-28.61,-491.51
2.859321,-0.040,-0.126,0.214,-15.08,-24.54,-490.94
2.871557,-0.143,-0.256,0.062,-20.78,-18.87,-490.17
2.883773,-0.064,-0.666,0.380,-27.39,-14.77,-489.20
2.895981,-0.031,-0.997,0.723,-32.73,-12.21,-488.23
2.908152,0.042,-1.194,1.011,-36.67,-10.50,-487.57
2.9203,0.169,-1.424,1.452,-39.23,-9.52,-487.18
2.932482,0.194,-1.625,1.813,-40.58,-9.08,-487.08
2.944636,0.166,-1.548,1.734,-41.14,-9.09,-487.28
2.956801,-0.130,-1.708,1.653,-41.27,-8.80,-487.53
2.968987,0.010,-1.249,1.049,-41.53,-8.80,-488.25
2.981135,-0.134,-1.346,0.971,-41.34,-8.20,-488.63
2.993324,0.018,-1.147,0.942,-41.48,-7.45,-489.14
3.005503,0.173,-1.076,1.082,-40.18,-7.41,-489.45
3.019859,0.269,-0.923,0.937,-38.65,-8.14,-489.84
3.032013,0.324,-0.795,0.772,-37.59,-9.53,-490.25
3.044198,0.292,-0.583,0.532,-36.56,-11.30,-490.78
3.056464,0.270,-0.391,0.295,-35.98,-13.59,-491.32
3.068756,0.251,-0.263,0.242,-34.80,-16.27,-491.81
3.081006,0.237,-0.106,0.090,-33.22,-20.03,-492.35
3.093204,0.213,-0.020,0.110,-30.29,-24.40,-492.80
3.105391,0.182,0.032,0.118,-26.30,-27.54,-493.17
3.117548,0.137,0.074,0.184,-22.00,-28.65,-493.40
3.129731,0.087,0.135,0.202,-17.27,-27.68,-493.46
3.141896,0.050,0.165,0.045,-10.51,-26.17,-493.26
3.154061,-0.020,0.117,0.129,-4.10,-22.83,-492.82
3.166127,-0.067,-0.070,0.242,-3.87,-18.16,-492.19
3.178334,-0.037,-0.316,0.372,-8.01,-14.79,-491.52
3.190498,-0.009,-0.514,0.540,-12.78,-12.30,-490.92
3.202663,0.056,-0.684,0.681,-17.47,-10.65,-490.45
3.214828,0.075,-0.904,0.839,-21.96,-9.45,-490.09
3.226969,0.071,-1.150,1.158,-25.96,-8.43,-489.84
3.239169,0.032,-1.287,1.310,-29.09,-7.56,-489.77
3.251402,0.039,-1.358,1.445,-31.42,-6.93,-489.80
3.263589,0.053,-1.370,1.472,-33.14,-6.57,-489.93
3.275743,-0.001,-1.232,1.228,-34.54,-6.32,-490.10
3.287896,0.074,-1.162,1.123,-35.55,-6.04,-490.19
3.300067,0.272,-1.142,1.128,-36.01,-6.18,-490.17
3.312198,0.291,-1.112,1.188,-35.92,-6.58,-490.22
3.32441,0.308,-0.998,1.065,-35.42,-7.23,-490.38
3.336572,0.226,-0.996,1.032,-35.02,-7.92,-490.71
3.348761,0.196,-0.828,0.809,-34.69,-8.80,-491.32
3.360909,0.172,-0.698,0.674,-34.57,-9.74,-492.19
3.373066,0.136,-0.563,0.495,-34.65,-10.66,-493.03
3.385202,0.107,-0.375,0.399,-34.53,-11.19,-493.85
3.397401,0.119,-0.216,0.296,-33.76,-12.05,-494.55
3.409601,0.129,-0.044,0.119,-31.75,-14.67,-495.07
3.421792,0.140,0.024,0.154,-27.81,-17.68,-495.31
3.43394,0.128,0.016,0.196,-23.90,-19.08,-495.30
3.446085,0.125,0.009,0.259,-20.93,-19.56,-495.14
3.458097,0.081,0.016,0.207,-18.50,-19.16,-494.89
3.470061,-0.014,0.015,0.166,-16.44,-17.44,-494.55
3.482099,-0.051,-0.077,0.242,-16.05,-13.64,-494.07
3.494192,-0.063,-0.176,0.376,-17.67,-10.31,-493.49
3.506439,-0.075,-0.202,0.373,-19.96,-7.38,-492.81
3.518629,0.017,-0.269,0.258,-23.84,-5.47,-491.99
3.530821,0.230,-0.461,0.180,-29.66,-6.08,-491.08
3.543076,0.367,-0.774,0.349,-35.19,-6.94,-490.10
3.555265,0.464,-1.336,0.907,-39.46,-7.07,-489.39
3.567509,0.305,-1.703,1.524,-42.15,-6.46,-489.21
3.579649,-0.099,-1.770,1.960,-43.33,-5.49,-489.56
3.591845,-0.331,-1.747,1.812,-43.80,-4.59,-490.29
3.604009,-0.379,-1.485,1.453,-43.84,-3.83,-491.38
3.616199,-0.258,-1.222,0.971,-43.70,-2.94,-491.99
3.628381,-0.201,-1.179,0.993,-43.22,-1.98,-492.09
3.640548,-0.052,-1.098,0.991,-42.38,-1.67,-491.94
3.654911,0.162,-1.207,1.018,-41.33,-2.22,-491.66
3.667058,0.236,-1.145,0.978,-40.23,-3.48,-491.71
3.679243,0.152,-0.770,0.577,-39.41,-5.10,-492.11
3.69144,0.056,-0.492,0.314,-39.22,-6.12,-492.66
3.703661,-0.020,-0.501,0.495,-38.80,-6.35,-493.30
3.715828,0.015,-0.149,0.100,-38.60,-7.03,-494.12
3.727995,0.054,-0.031,0.077,-38.32,-8.53,-494.79
3.740081,0.106,0.054,0.241,-32.77,-10.29,-495.11
3.75228,0.108,0.053,0.213,-27.56,-11.91,-495.12
3.764463,0.109,0.088,0.188,-23.09,-13.36,-494.94
3.776804,0.089,0.108,0.129,-18.08,-14.57,-494.58
3.789055,0.102,0.129,0.058,-12.32,-15.75,-494.02
3.801333,0.129,0.043,-0.086,2.90,-19.95,-493.37
3.81354,0.061,-0.024,0.089,7.21,-23.37,-492.64
3.825731,0.048,-0.103,0.066,1.48,-21.89,-491.80
3.838061,0.239,-0.321,-0.042,-12.26,-23.71,-490.77
3.85038,0.406,-0.794,0.192,-20.42,-23.59,-489.79
3.862593,0.390,-1.354,0.987,-25.84,-21.24,-489.04
3.874778,0.143,-1.671,1.566,-29.56,-18.54,-488.84
3.886936,-0.187,-1.905,2.041,-31.97,-15.87,-489.10
3.899127,-0.615,-1.846,2.233,-33.49,-13.46,-489.70
3.911324,-0.331,-1.687,1.313,-34.87,-11.53,-490.51
3.923475,-0.139,-1.194,1.455,-35.20,-10.49,-491.03
3.935733,-0.257,-1.548,0.771,-36.36,-9.27,-490.90
3.947901,0.012,-1.243,1.423,-35.77,-8.31,-490.73
3.960058,0.137,-1.459,1.198,-35.21,-8.61,-490.66
3.972202,0.069,-1.198,0.818,-35.13,-9.43,-491.05
3.984394,-0.025,-0.828,0.496,-35.62,-9.84,-491.64
3.996637,-0.037,-0.580,0.401,-36.01,-9.93,-492.39
4.008799,-0.002,-0.349,0.188,-36.60,-10.13,-493.30
4.02094,0.029,-0.169,0.095,-38.43,-10.51,-494.22
4.033056,0.079,-0.041,0.175,-35.90,-11.79,-494.86
4.045226,0.103,0.095,0.133,-29.80,-13.91,-495.23
4.057512,0.116,0.131,0.111,-22.32,-15.93,-495.34
4.069807,0.128,0.193,0.151,-15.38,-17.22,-495.26
4.081996,0.094,0.192,0.232,-9.86,-17.30,-494.94
