time_s,accel_x,accel_y,accel_z,angle_x,angle_y,angle_z
9.271723,0.371,-1.029,0.457,19.08,-16.59,-492.17
9.283861,-0.273,-1.662,1.083,8.70,-13.40,-492.46
9.296106,-0.847,-2.234,1.978,1.51,-9.37,-492.71
9.308273,-1.075,-2.602,2.770,-3.63,-6.31,-493.30
9.320424,-0.583,-1.734,1.607,-7.81,-5.03,-494.26
9.332624,-0.369,-1.779,1.382,-11.32,-4.20,-494.34
9.344823,-0.410,-1.463,1.223,-13.66,-3.43,-493.89
9.357054,-0.291,-1.495,1.181,-15.31,-2.71,-492.88
9.369258,0.031,-1.366,0.916,-17.15,-2.93,-492.03
9.381457,0.172,-0.916,0.682,-18.48,-3.83,-491.42
9.393657,0.010,-0.865,0.627,-18.88,-4.66,-490.85
9.405834,-0.008,-0.286,0.290,-19.64,-5.17,-490.97
9.418085,-0.077,-0.088,-0.028,-23.95,-2.37,-491.35
9.43026,-0.005,0.309,0.035,-16.56,-0.28,-491.81
9.442369,0.003,0.368,0.022,-6.30,-1.28,-492.08
9.454464,0.032,0.351,-0.092,4.24,-0.90,-492.26
9.466595,0.104,0.478,-0.137,14.43,-1.03,-492.42
9.478752,0.110,0.491,-0.149,23.35,-1.85,-492.43
9.490883,0.134,0.439,-0.086,30.85,-3.33,-492.30
9.503199,0.207,0.357,-0.031,37.77,-6.10,-492.12
9.515514,0.204,0.245,-0.183,44.84,-9.66,-491.93
9.527828,0.196,0.100,-0.201,52.66,-13.43,-491.77
9.540146,0.365,-0.289,-0.163,63.20,-18.90,-491.60
9.552541,0.395,-0.777,-0.131,76.08,-22.25,-491.62
9.566825,-0.244,-1.751,0.665,55.67,-17.38,-491.63
9.579013,-0.813,-2.495,2.017,43.21,-11.55,-491.70
9.591171,-1.215,-2.968,3.310,34.13,-7.19,-492.22
9.603344,-0.840,-2.192,2.043,26.64,-4.82,-492.93
9.615511,-0.634,-1.884,1.384,19.86,-3.03,-492.92
9.6299,-0.488,-1.659,1.017,12.93,-1.27,-492.07
9.642131,-0.203,-1.557,0.961,7.72,-0.56,-491.15
9.654324,-0.077,-1.422,1.014,3.45,-0.53,-490.41
9.666519,-0.016,-0.925,0.844,0.49,-1.00,-490.03
9.680861,-0.093,-0.669,0.510,-2.11,-2.12,-489.51
9.693033,-0.052,-0.245,0.348,-4.34,-2.99,-489.57
9.705242,-0.047,-0.065,0.023,-6.65,-3.36,-489.84
9.717424,-0.007,0.372,-0.158,0.90,0.31,-490.31
9.729528,0.038,0.403,-0.121,11.96,2.02,-490.62
9.741703,0.057,0.534,-0.271,22.26,3.00,-490.87
9.753898,0.056,0.619,-0.409,31.92,3.54,-490.98
9.766112,0.097,0.567,-0.304,40.10,2.73,-490.81
9.778359,0.149,0.463,-0.176,46.61,0.64,-490.45
9.790664,0.257,0.246,-0.166,53.36,-3.48,-490.04
9.802894,0.463,0.029,-0.177,62.15,-10.32,-489.80
9.815059,0.539,-0.183,0.241,56.40,-15.34,-489.79
9.827342,0.443,-0.649,0.304,44.84,-16.09,-489.85
9.839488,0.009,-1.357,0.587,31.83,-13.61,-489.89
9.851679,-0.729,-2.089,1.495,21.80,-9.08,-490.00
9.863795,-1.240,-2.517,2.580,14.62,-4.81,-490.21
9.875972,-1.096,-2.482,2.410,8.45,-2.54,-490.81
9.888117,-0.842,-2.154,1.643,3.46,-1.37,-491.00
9.900376,-0.524,-1.762,1.404,-0.39,-0.86,-490.68
9.912541,-0.311,-1.810,1.191,-3.70,-1.10,-489.81
9.924739,0.006,-1.499,0.857,-6.74,-2.15,-489.03
9.936915,0.071,-0.937,0.474,-9.03,-3.75,-488.44
9.949105,-0.002,-0.977,0.450,-11.15,-5.07,-487.87
9.96128,0.064,-0.198,0.247,-12.33,-6.35,-488.08
9.973412,-0.054,-0.189,0.054,-15.52,-6.22,-488.40
9.985589,0.059,0.229,0.192,-9.01,-7.41,-489.00
9.997746,0.070,0.356,0.162,-2.11,-9.14,-489.51
10.009878,0.111,0.502,-0.086,7.19,-9.82,-489.99
10.022036,0.144,0.702,-0.313,17.57,-8.50,-490.27
10.034301,0.097,0.652,-0.396,27.62,-7.87,-490.21
10.046488,0.127,0.570,-0.186,35.59,-8.28,-489.93
10.058674,0.201,0.461,-0.100,42.21,-10.07,-489.56
10.070967,0.223,0.339,-0.107,48.40,-13.18,-489.15
10.083304,0.277,0.148,-0.126,55.15,-17.56,-488.84
10.095489,0.487,-0.055,-0.003,64.28,-25.13,-488.72
10.107706,0.477,-0.477,0.256,52.44,-26.23,-488.74
10.119867,0.149,-1.185,0.324,38.10,-23.41,-488.85
10.132014,-0.531,-1.934,1.271,26.25,-18.18,-489.08
10.144241,-0.977,-2.391,2.197,17.65,-13.06,-489.43
10.156417,-1.214,-2.703,2.844,11.10,-9.26,-489.94
10.168572,-0.845,-2.006,1.927,5.39,-7.36,-490.73
10.180748,-0.565,-2.040,1.590,0.66,-6.15,-490.65
10.192898,-0.362,-1.691,1.297,-2.99,-5.81,-490.07
10.205072,-0.206,-1.611,1.126,-6.05,-5.65,-489.22
10.217334,-0.012,-1.423,0.846,-8.85,-5.99,-488.51
10.229501,0.136,-0.796,0.598,-10.52,-6.90,-487.95
10.241674,-0.018,-0.837,0.542,-12.34,-7.34,-487.63
10.253849,-0.043,-0.197,0.155,-13.16,-7.72,-487.82
10.26602,0.010,0.106,0.098,-13.10,-7.27,-488.23
10.278188,0.098,0.325,0.174,-4.95,-9.39,-488.68
10.290324,0.107,0.476,-0.022,4.02,-11.00,-489.07
10.302507,0.105,0.614,-0.279,15.00,-9.14,-489.47
10.314732,0.089,0.709,-0.403,25.13,-7.78,-489.66
10.326911,0.119,0.668,-0.283,33.84,-7.56,-489.53
10.339111,0.193,0.537,-0.156,40.76,-8.79,-489.19
10.351476,0.198,0.338,-0.017,47.09,-11.34,-488.82
10.363754,0.303,0.213,0.068,45.17,-13.33,-488.55
10.375873,0.453,0.034,0.038,39.62,-17.72,-488.36
10.388034,0.547,-0.262,0.093,31.57,-21.34,-488.32
10.400344,0.318,-0.796,0.348,20.97,-20.85,-488.33
10.412468,-0.145,-1.455,0.544,9.59,-17.06,-488.31
10.424643,-0.551,-1.913,1.579,1.34,-12.02,-488.36
10.436791,-0.877,-2.365,2.159,-4.48,-7.69,-488.41
10.448926,-0.969,-2.441,2.426,-9.01,-4.74,-488.80
10.461113,-0.607,-1.731,1.588,-12.80,-3.27,-489.33
10.473322,-0.410,-1.763,1.389,-15.72,-2.52,-489.13
10.485525,-0.314,-1.576,1.255,-17.85,-2.27,-488.56
10.49991,-0.091,-1.522,1.117,-19.64,-2.76,-487.75
10.512094,-0.000,-1.080,0.658,-21.16,-3.68,-487.46
10.524259,-0.059,-0.876,0.597,-22.01,-4.29,-487.18
10.536425,-0.057,-0.637,0.543,-22.63,-4.39,-487.37
10.548579,-0.021,-0.440,0.271,-23.45,-4.84,-487.77
10.562855,0.085,0.103,0.241,-20.82,-7.15,-488.56
10.574985,0.146,0.268,0.224,-14.15,-9.60,-489.06
10.587136,0.137,0.370,0.033,-5.46,-12.12,-489.34
10.599347,0.127,0.483,-0.114,6.32,-11.48,-489.52
10.611513,0.100,0.498,-0.143,16.74,-11.02,-489.49
10.625876,0.100,0.455,-0.045,26.91,-11.27,-489.26
10.638011,0.115,0.457,0.041,31.11,-10.93,-489.02
10.650212,0.184,0.316,-0.000,34.65,-11.71,-488.76
10.662572,0.211,0.287,-0.050,41.99,-15.19,-488.56
10.674884,0.178,0.154,-0.041,48.23,-19.16,-488.29
10.687078,0.392,-0.057,-0.086,57.69,-26.09,-488.06
10.699395,0.445,-0.511,0.096,59.21,-29.45,-487.87
10.711582,0.169,-1.209,0.433,44.58,-26.30,-487.74
10.723764,-0.451,-1.932,1.142,32.02,-21.00,-487.77
10.735911,-0.993,-2.374,2.098,22.63,-15.37,-488.07
10.748069,-1.199,-2.687,2.910,15.57,-11.16,-488.65
10.760203,-0.817,-1.859,1.886,9.59,-8.94,-489.45
10.772424,-0.494,-1.711,1.378,4.34,-7.55,-489.45
10.784651,-0.328,-1.430,1.020,-0.23,-6.69,-488.89
10.796796,-0.216,-1.525,1.211,-3.88,-6.12,-487.92
10.808981,-0.165,-1.469,1.084,-6.53,-6.05,-487.05
10.821136,-0.101,-1.098,0.774,-8.75,-6.26,-486.53
10.833324,-0.169,-1.080,0.623,-10.31,-6.28,-485.99
10.845579,-0.076,-0.358,0.337,-12.12,-6.29,-486.18
10.857757,-0.070,-0.167,0.068,-14.07,-5.33,-486.49
10.869923,0.041,0.266,0.132,-6.55,-6.23,-486.88
10.882062,0.122,0.378,0.029,1.27,-8.89,-487.08
10.894231,0.145,0.448,-0.171,12.87,-8.15,-487.17
10.906489,0.175,0.565,-0.334,24.11,-7.95,-487.24
10.918725,0.129,0.565,-0.257,33.50,-8.24,-487.15
10.930863,0.142,0.510,-0.071,40.41,-9.26,-486.92
10.943056,0.195,0.429,-0.043,46.30,-11.13,-486.65
10.955408,0.249,0.300,-0.092,52.67,-14.45,-486.42
10.967765,0.225,0.162,-0.007,58.91,-18.96,-486.24
10.979927,0.305,-0.036,0.012,51.07,-22.99,-486.17
10.992165,0.399,-0.528,0.065,48.18,-25.42,-486.13
11.00438,0.172,-1.235,0.533,34.66,-22.63,-486.23
11.016633,-0.378,-1.855,1.266,23.46,-18.16,-486.55
11.028808,-0.824,-2.247,2.045,15.04,-13.57,-487.11
11.040966,-1.016,-2.410,2.603,8.49,-9.89,-487.96
11.053094,-0.705,-1.806,1.871,2.89,-7.96,-488.96
11.065266,-0.559,-1.823,1.473,-1.66,-6.55,-489.07
11.077508,-0.357,-1.504,1.227,-5.45,-5.75,-488.75
11.091884,-0.086,-1.506,1.171,-8.95,-5.68,-487.95
11.104083,0.081,-1.278,0.875,-11.49,-6.53,-487.55
11.116263,0.032,-0.898,0.595,-13.70,-7.38,-487.34
11.128492,-0.114,-0.876,0.611,-14.87,-7.64,-487.04
11.140676,-0.205,-0.354,0.449,-16.20,-6.79,-487.32
11.152845,-0.192,-0.446,0.451,-16.58,-5.47,-487.64
11.164974,-0.020,-0.045,0.242,-15.94,-5.68,-488.37
11.177156,-0.683,0.305,-0.032,-9.21,-1.85,-489.30
11.189365,0.527,0.155,-0.135,7.82,0.10,-490.25
11.201684,0.636,0.838,0.127,11.40,-5.78,-491.03
11.213854,-0.157,0.382,-0.436,22.01,-3.74,-490.90
11.226043,0.066,0.628,-0.208,30.54,-3.16,-490.87
11.238252,0.092,0.455,-0.222,37.83,-4.53,-490.50
11.250476,0.183,0.363,-0.070,44.38,-7.45,-490.05
11.262838,0.170,0.218,0.036,46.06,-10.06,-489.54
11.275088,0.216,-0.008,0.030,41.54,-13.31,-489.02
11.287341,0.384,-0.297,0.097,31.77,-16.00,-488.69
11.299672,0.348,-0.917,0.257,20.47,-15.98,-488.38
11.311804,-0.001,-1.698,0.856,9.57,-13.59,-488.12
11.323952,-0.530,-2.394,1.962,1.58,-10.02,-488.05
11.33612,-1.051,-2.995,3.165,-3.91,-7.20,-488.47
11.348272,-0.743,-1.959,2.008,-8.34,-6.10,-489.71
11.360459,-0.343,-1.861,1.251,-12.28,-5.51,-490.01
11.374895,-0.164,-1.559,1.124,-15.80,-5.31,-489.63
11.387091,-0.032,-1.567,1.163,-17.72,-5.35,-488.92
11.399251,0.146,-1.487,0.961,-19.45,-6.02,-488.40
11.411396,0.204,-1.036,0.719,-20.56,-7.00,-488.29
11.423616,0.020,-1.013,0.688,-21.05,-7.63,-488.16
11.435813,0.018,-0.399,0.373,-21.70,-8.06,-488.71
11.44798,-0.031,-0.200,0.077,-23.49,-8.20,-489.43
11.460195,0.059,0.325,-0.039,-12.77,-8.37,-490.22
11.472389,0.036,0.435,-0.088,-0.70,-7.38,-490.58
11.484634,0.065,0.543,-0.209,10.90,-6.68,-490.67
11.496777,0.081,0.545,-0.200,21.12,-6.58,-490.56
11.508949,0.083,0.580,-0.207,29.95,-7.11,-490.28
11.521093,0.104,0.559,-0.124,36.99,-8.20,-489.92
11.533218,0.125,0.407,-0.075,42.88,-9.82,-489.52
11.545368,0.108,0.265,0.054,45.30,-10.66,-489.16
11.5577,0.124,0.020,0.040,43.05,-12.02,-488.87
11.569929,0.350,-0.423,0.250,32.87,-14.20,-488.67
11.582142,0.242,-1.021,0.688,22.31,-13.28,-488.62
11.594306,-0.199,-1.508,1.284,13.13,-10.82,-488.81
11.60643,-0.485,-1.849,1.810,6.03,-8.20,-489.15
11.61866,-0.520,-1.787,1.773,-0.08,-6.30,-489.62
11.630816,-0.349,-1.502,1.375,-5.65,-5.22,-490.20
11.642985,-0.224,-1.265,1.029,-10.42,-4.41,-490.20
11.655144,-0.163,-1.192,1.105,-14.10,-3.63,-489.62
11.667352,-0.103,-1.164,0.922,-17.33,-3.11,-488.67
11.679541,0.051,-1.028,0.880,-20.08,-3.11,-487.78
11.693929,0.084,-0.668,0.441,-23.40,-3.95,-486.98
11.706141,0.073,-0.494,0.338,-26.17,-4.40,-486.46
11.718272,0.056,-0.439,0.411,-27.82,-4.68,-486.07
11.730465,0.076,-0.398,0.439,-28.96,-5.30,-485.90
11.744925,0.117,-0.158,0.216,-30.52,-6.95,-486.14
11.757219,0.144,-0.128,0.128,-31.87,-10.06,-486.30
11.769517,0.193,-0.160,0.137,-32.56,-13.83,-486.28
11.783895,0.099,-0.404,0.336,-35.38,-13.73,-485.97
11.796057,0.058,-0.554,0.540,-37.63,-12.61,-485.67
11.808252,-0.082,-0.659,0.796,-37.81,-11.15,-485.41
11.820416,-0.159,-0.766,0.584,-39.79,-9.03,-485.01
11.832576,-0.164,-0.784,0.655,-40.89,-6.98,-484.72
11.844763,-0.244,-0.984,0.493,-42.27,-4.90,-484.35
11.856939,-0.157,-0.776,0.464,-43.93,-2.83,-484.25
11.869084,-0.202,-0.830,0.648,-44.88,-0.90,-483.88
11.881285,-0.197,-0.874,0.753,-45.72,0.52,-483.45
11.893469,-0.190,-0.889,0.744,-46.28,1.50,-482.97
11.905638,-0.187,-0.884,0.750,-47.08,2.13,-482.56
11.917865,-0.156,-0.799,0.748,-47.87,2.43,-482.20
11.93004,-0.178,-0.737,0.817,-47.61,2.46,-482.08
11.942211,-0.140,-0.697,0.495,-47.07,2.40,-482.29
11.954317,-0.217,-0.729,0.263,-49.43,2.85,-482.30
11.966527,-0.089,-0.673,0.380,-51.63,3.03,-482.52
11.978734,-0.031,-0.518,0.340,-52.48,2.36,-482.67
11.990908,-0.097,-0.443,0.301,-54.48,2.71,-482.13
12.003088,-0.262,-0.580,0.420,-55.80,3.32,-481.35
12.015226,-0.729,0.254,0.160,-49.78,9.51,-481.38
12.027405,-0.644,-7.887,4.153,-44.67,12.79,-481.32
12.039508,0.073,-0.112,1.238,-38.83,11.10,-481.46
12.051616,0.053,-0.395,0.849,-41.84,9.49,-480.78
12.063769,0.062,-0.357,0.357,-41.96,7.51,-480.59
12.075911,-0.035,-0.775,0.855,-41.44,5.07,-479.94
12.088085,-0.012,-0.312,0.541,-42.32,2.56,-479.08
12.10027,0.031,-0.591,0.536,-44.86,0.44,-477.78
12.112393,-0.008,-0.653,0.380,-45.94,-1.61,-476.34
12.124588,-0.045,-0.575,0.299,-47.82,-2.85,-475.18
12.136837,-0.073,-0.435,0.355,-50.08,-3.68,-473.91
12.148979,-0.122,-0.610,0.236,-52.38,-4.41,-472.77
12.161134,-0.129,-1.082,0.244,-54.55,-4.42,-471.94
12.173266,-0.088,-1.281,0.234,-55.41,-4.28,-470.97
12.185388,-0.107,-1.417,0.223,-57.17,-3.84,-469.99
12.197576,-0.092,-0.810,0.252,-58.06,-3.15,-469.13
12.209751,-0.150,-0.830,0.169,-59.45,-2.42,-468.42
12.221933,-0.133,-0.526,0.155,-60.32,-1.58,-467.71
12.23412,-0.167,-0.222,0.141,-61.11,-0.39,-467.37
12.246283,-0.169,-0.996,0.282,-62.11,0.17,-467.24
12.258396,-0.073,-1.323,0.395,-62.04,0.81,-467.15
12.270594,-0.158,-0.831,0.525,-61.11,0.96,-467.22
12.282736,-0.075,-0.579,0.542,-59.80,1.36,-467.39
12.294989,-0.067,-0.605,0.446,-59.52,1.75,-467.47
12.307173,-0.114,-0.663,0.435,-59.64,2.27,-467.53
12.319346,-0.110,-0.711,0.450,-59.77,2.64,-467.68
12.331513,-0.131,-0.756,0.467,-59.78,2.91,-467.74
12.343656,-0.126,-0.766,0.435,-59.89,3.28,-467.77
12.3559,-0.125,-0.746,0.428,-59.86,3.64,-467.80
12.368089,-0.116,-0.728,0.459,-59.54,3.98,-467.84
12.380247,-0.108,-0.717,0.454,-59.22,4.30,-467.85
12.392456,-0.108,-0.716,0.443,-58.96,4.65,-467.84
12.404663,-0.112,-0.715,0.449,-58.68,4.98,-467.83
12.416912,-0.120,-0.733,0.474,-58.27,5.28,-467.82
12.429098,-0.113,-0.721,0.483,-57.86,5.51,-467.83
12.441256,-0.121,-0.725,0.477,-57.64,5.71,-467.83
12.453462,-0.121,-0.725,0.475,-57.54,5.89,-467.85
12.465633,-0.111,-0.721,0.473,-57.52,6.00,-467.89
12.477792,-0.109,-0.717,0.462,-57.56,6.06,-467.94
12.48998,-0.107,-0.723,0.453,-57.66,6.09,-468.00
12.502119,-0.107,-0.724,0.459,-57.72,6.11,-468.05
12.514272,-0.100,-0.725,0.460,-57.76,6.08,-468.10
12.526472,-0.113,-0.739,0.451,-57.86,6.07,-468.14
12.538662,-0.078,-0.673,0.441,-57.90,6.06,-468.18
12.550901,-0.253,-1.062,0.533,-58.11,6.07,-468.18
12.563076,-0.099,-0.724,0.517,-57.82,5.65,-468.23
12.575246,0.012,-0.549,0.320,-57.83,5.62,-468.28
12.587432,-0.035,-0.577,0.413,-57.77,5.73,-468.31
12.599609,-0.124,-0.761,0.483,-57.94,5.88,-468.32
12.611821,-0.148,-0.852,0.485,-57.99,5.83,-468.33
12.62402,-0.110,-0.781,0.460,-57.85,5.80,-468.34
12.636166,-0.100,-0.741,0.448,-57.74,5.86,-468.35
12.648314,-0.087,-0.694,0.456,-57.64,5.91,-468.36
12.660522,-0.079,-0.684,0.455,-57.65,5.94,-468.38
12.672685,-0.098,-0.728,0.454,-57.71,5.97,-468.40
12.684859,-0.112,-0.756,0.459,-57.77,6.00,-468.43
12.697109,-0.116,-0.761,0.459,-57.82,5.99,-468.46
12.709292,-0.107,-0.759,0.458,-57.88,5.98,-468.49
12.721447,-0.098,-0.744,0.456,-57.93,5.97,-468.53
12.733633,-0.088,-0.726,0.446,-58.00,5.92,-468.55
12.74579,-0.088,-0.729,0.437,-58.09,5.90,-468.56
12.758005,-0.091,-0.733,0.440,-58.17,5.90,-468.59
12.770205,-0.100,-0.740,0.453,-58.17,5.90,-468.60
12.782353,-0.096,-0.750,0.455,-58.20,5.89,-468.62
12.794556,-0.096,-0.753,0.451,-58.24,5.88,-468.65
12.80675,-0.087,-0.732,0.451,-58.25,5.86,-468.67
12.818972,-0.094,-0.740,0.448,-58.27,5.86,-468.68
12.831171,-0.089,-0.734,0.448,-58.28,5.86,-468.70
12.84334,-0.087,-0.735,0.447,-58.29,5.84,-468.71
12.855532,-0.093,-0.741,0.449,-58.31,5.82,-468.73
12.869896,-0.086,-0.740,0.454,-58.32,5.78,-468.75
12.882136,-0.085,-0.737,0.452,-58.33,5.75,-468.77
12.894341,-0.094,-0.747,0.447,-58.39,5.73,-468.78
12.906497,-0.088,-0.743,0.449,-58.43,5.70,-468.81
12.918681,-0.086,-0.741,0.450,-58.46,5.66,-468.82
12.930895,-0.091,-0.743,0.450,-58.51,5.63,-468.84
12.943146,-0.082,-0.744,0.445,-58.57,5.60,-468.86
12.955348,-0.081,-0.741,0.443,-58.62,5.54,-468.88
12.96752,-0.082,-0.746,0.444,-58.66,5.52,-468.90
12.981909,-0.081,-0.738,0.443,-58.67,5.48,-468.92
12.994172,-0.086,-0.741,0.442,-58.71,5.47,-468.94
13.006366,-0.085,-0.745,0.445,-58.75,5.45,-468.96
13.018596,-0.079,-0.748,0.449,-58.77,5.42,-468.97
13.030801,-0.078,-0.748,0.444,-58.79,5.37,-468.99
13.04302,-0.082,-0.750,0.445,-58.83,5.35,-469.00
13.055195,-0.084,-0.745,0.441,-58.84,5.33,-469.01
13.067389,-0.082,-0.742,0.445,-58.85,5.32,-469.03
13.079573,-0.084,-0.748,0.442,-58.87,5.31,-469.04
13.091749,-0.085,-0.754,0.448,-58.90,5.29,-469.06
13.103945,-0.076,-0.744,0.443,-58.91,5.25,-469.07
13.116189,-0.079,-0.757,0.447,-58.95,5.22,-469.08
13.128388,-0.079,-0.751,0.443,-58.95,5.21,-469.10
13.140575,-0.075,-0.739,0.440,-58.97,5.17,-469.12
13.152788,-0.072,-0.740,0.435,-59.01,5.15,-469.13
13.164968,-0.080,-0.749,0.440,-59.06,5.15,-469.15
13.177225,-0.082,-0.752,0.448,-59.08,5.12,-469.17
13.189415,-0.083,-0.759,0.440,-59.11,5.10,-469.18
13.201596,-0.078,-0.759,0.440,-59.16,5.07,-469.19
13.213776,-0.076,-0.743,0.439,-59.17,5.04,-469.20
13.225968,-0.073,-0.743,0.437,-59.18,4.99,-469.22
13.238174,-0.076,-0.752,0.442,-59.20,4.98,-469.23
13.250322,-0.068,-0.732,0.439,-59.19,4.94,-469.25
13.262473,-0.082,-0.760,0.442,-59.24,4.92,-469.26
13.27467,-0.082,-0.759,0.441,-59.24,4.89,-469.27
13.286873,-0.047,-0.696,0.413,-59.27,4.84,-469.30
13.299137,-0.060,-0.716,0.428,-59.29,4.87,-469.31
13.311325,-0.080,-0.748,0.449,-59.34,4.89,-469.32
13.32348,-0.100,-0.803,0.460,-59.37,4.83,-469.32
13.335689,-0.095,-0.811,0.450,-59.40,4.77,-469.33
13.3479,-0.074,-0.764,0.438,-59.38,4.74,-469.34
13.360111,-0.059,-0.724,0.434,-59.35,4.70,-469.36
13.372306,-0.063,-0.724,0.428,-59.38,4.70,-469.37
13.384488,-0.065,-0.728,0.432,-59.42,4.71,-469.39
13.396689,-0.067,-0.741,0.435,-59.45,4.68,-469.40
13.408893,-0.077,-0.750,0.457,-59.49,4.65,-469.41
13.421109,-0.063,-0.753,0.430,-59.49,4.65,-469.43
