time_s,rel_rate_x,rel_rate_y,rel_rate_z,rel_rate_dominant,rel_rate_magnitude,rel_angle_x,rel_angle_y,rel_angle_z,rel_angle_dominant,rel_angle_magnitude,accel_magnitude_tibia
4.352002,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1472,0.2778,0.2778,0.3232,0.3059
4.369001,0.0,0.0,-0.5883,-0.5883,0.5883,-0.075,0.1472,0.2678,0.2678,0.3146,0.3059
4.386001,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1472,0.2778,0.2778,0.3232,0.3059
4.403002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2778,0.2778,0.3232,0.3059
4.420003,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1472,0.2678,0.2678,0.3146,0.3059
4.437003,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1472,0.2778,0.2778,0.3232,0.3059
4.454001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2778,0.2778,0.3232,0.3059
4.471003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2778,0.2778,0.3232,0.3059
4.488056,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2778,0.2778,0.3232,0.3059
4.505001,0.0,0.0,0.5901,0.5901,0.5901,-0.075,0.1472,0.2878,0.2878,0.3318,0.3059
4.522036,0.0,0.0,-0.587,-0.587,0.587,-0.075,0.1472,0.2778,0.2778,0.3232,0.3059
4.539003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2778,0.2778,0.3232,0.3059
4.556001,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1472,0.2878,0.2878,0.3318,0.3059
4.573003,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1472,0.2778,0.2778,0.3232,0.3059
4.590004,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1472,0.2878,0.2878,0.3318,0.3059
4.607003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2878,0.2878,0.3318,0.3059
4.624,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2878,0.2878,0.3318,0.3059
4.641004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2878,0.2878,0.3318,0.3059
4.658004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2878,0.2878,0.3318,0.3059
4.675003,0.0,0.0,-0.0,-0.0,0.0,-0.075,0.1472,0.2878,0.2878,0.3318,0.3059
4.692003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2878,0.2878,0.3318,0.3059
4.709002,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1472,0.2978,0.2978,0.3405,0.3059
4.726001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2978,0.2978,0.3405,0.3059
4.743002,0.0,0.0,-0.0,-0.0,0.0,-0.075,0.1472,0.2978,0.2978,0.3405,0.3059
4.760004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2978,0.2978,0.3405,0.3059
4.777,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2978,0.2978,0.3405,0.3059
4.794,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2978,0.2978,0.3405,0.3059
4.811002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.2978,0.2978,0.3405,0.3059
4.828,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1472,0.3078,0.3078,0.3493,0.3059
4.845003,0.0,0.0,-0.5881,-0.5881,0.5881,-0.075,0.1472,0.2978,0.2978,0.3405,0.3059
4.862004,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1472,0.3078,0.3078,0.3493,0.3059
4.879003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.3078,0.3078,0.3493,0.3059
4.896002,0.0,0.0,-0.5883,-0.5883,0.5883,-0.075,0.1472,0.2978,0.2978,0.3405,0.3059
4.913001,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1472,0.3078,0.3078,0.3493,0.3059
4.930002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.3078,0.3078,0.3493,0.3059
4.947001,0.0,0.0,-0.0,-0.0,0.0,-0.075,0.1472,0.3078,0.3078,0.3493,0.3059
4.964001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1472,0.3078,0.3078,0.3493,0.3059
4.981004,0.0,0.5881,0.5881,0.5881,0.8317,-0.075,0.1572,0.3178,0.3178,0.3624,0.3059
4.998002,0.0,0.0,-0.5883,-0.5883,0.5883,-0.075,0.1572,0.3078,0.3078,0.3537,0.3059
5.015003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3078,0.3078,0.3537,0.3059
5.032001,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1572,0.3178,0.3178,0.3624,0.3059
5.049,0.0,0.0,-0.5883,-0.5883,0.5883,-0.075,0.1572,0.3078,0.3078,0.3537,0.3059
5.066001,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.3178,0.3178,0.3624,0.3059
5.083004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3178,0.3178,0.3624,0.3059
5.1,0.0,0.0,0.5884,0.5884,0.5884,-0.075,0.1572,0.3278,0.3278,0.3712,0.3059
5.117002,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.3178,0.3178,0.3624,0.3059
5.134,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3178,0.3178,0.3624,0.3059
5.151054,0.0,0.0,0.5864,0.5864,0.5864,-0.075,0.1572,0.3278,0.3278,0.3712,0.3059
5.168003,0.0,0.0,-0.59,-0.59,0.59,-0.075,0.1572,0.3178,0.3178,0.3624,0.3059
5.185003,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.3278,0.3278,0.3712,0.3059
5.202,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3278,0.3278,0.3712,0.3059
5.219002,0.0,0.0,-0.0,-0.0,0.0,-0.075,0.1572,0.3278,0.3278,0.3712,0.3059
5.236003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3278,0.3278,0.3712,0.3059
5.253004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3278,0.3278,0.3712,0.3059
5.270053,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3278,0.3278,0.3712,0.3059
5.287003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3278,0.3278,0.3712,0.3059
5.304001,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1572,0.3378,0.3378,0.38,0.3059
5.321001,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.3278,0.3278,0.3712,0.3059
5.338002,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.3378,0.3378,0.38,0.3059
5.355001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3378,0.3378,0.38,0.3059
5.372002,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.3278,0.3278,0.3712,0.3059
5.389051,0.0,0.0,0.5865,0.5865,0.5865,-0.075,0.1572,0.3378,0.3378,0.38,0.3059
5.406,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3378,0.3378,0.38,0.3059
5.423055,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3378,0.3378,0.38,0.3059
5.44,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3378,0.3378,0.38,0.3059
5.457002,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.3478,0.3478,0.389,0.3059
5.474,0.0,0.0,-0.5883,-0.5883,0.5883,-0.075,0.1572,0.3378,0.3378,0.38,0.3059
5.491002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3378,0.3378,0.38,0.3059
5.508001,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1572,0.3478,0.3478,0.389,0.3059
5.525002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3478,0.3478,0.389,0.3059
5.542054,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3478,0.3478,0.389,0.3059
5.559004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3478,0.3478,0.389,0.3059
5.576004,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.3578,0.3578,0.3979,0.3059
5.593004,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.3478,0.3478,0.389,0.3059
5.610003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3478,0.3478,0.389,0.3059
5.627001,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1572,0.3578,0.3578,0.3979,0.3059
5.644003,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.3478,0.3478,0.389,0.3059
5.661,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1572,0.3578,0.3578,0.3979,0.3059
5.678004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3578,0.3578,0.3979,0.3059
5.695002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3578,0.3578,0.3979,0.3059
5.712,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3578,0.3578,0.3979,0.3059
5.729004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3578,0.3578,0.3979,0.3059
5.746003,0.0,0.0,-0.0,-0.0,0.0,-0.075,0.1572,0.3578,0.3578,0.3979,0.3059
5.763004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3578,0.3578,0.3979,0.3059
5.78,0.0,0.0,0.5884,0.5884,0.5884,-0.075,0.1572,0.3678,0.3678,0.4069,0.3059
5.797,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.3578,0.3578,0.3979,0.3059
5.814001,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.3678,0.3678,0.4069,0.3059
5.831004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3678,0.3678,0.4069,0.3059
5.848005,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.3578,0.3578,0.3979,0.3059
5.865002,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1572,0.3678,0.3678,0.4069,0.3059
5.882004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3678,0.3678,0.4069,0.3059
5.899002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3678,0.3678,0.4069,0.3059
5.916004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3678,0.3678,0.4069,0.3059
5.933,0.0,0.0,0.5884,0.5884,0.5884,-0.075,0.1572,0.3778,0.3778,0.416,0.3059
5.950004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3778,0.3778,0.416,0.3059
5.967002,0.0,0.0,-0.5883,-0.5883,0.5883,-0.075,0.1572,0.3678,0.3678,0.4069,0.3059
5.984001,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1572,0.3778,0.3778,0.416,0.3059
6.001003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3778,0.3778,0.416,0.3059
6.018053,0.0,0.0,-0.0,-0.0,0.0,-0.075,0.1572,0.3778,0.3778,0.416,0.3059
6.035002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3778,0.3778,0.416,0.3059
6.052001,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1572,0.3878,0.3878,0.4251,0.3059
6.069,0.0,0.0,-0.5883,-0.5883,0.5883,-0.075,0.1572,0.3778,0.3778,0.416,0.3059
6.086003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3778,0.3778,0.416,0.3059
6.103,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1572,0.3878,0.3878,0.4251,0.3059
6.120002,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.3778,0.3778,0.416,0.3059
6.137002,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.3878,0.3878,0.4251,0.3059
6.154001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3878,0.3878,0.4251,0.3059
6.171003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3878,0.3878,0.4251,0.3059
6.188002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3878,0.3878,0.4251,0.3059
6.205001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3878,0.3878,0.4251,0.3059
6.222,0.0,0.0,-0.0,-0.0,0.0,-0.075,0.1572,0.3878,0.3878,0.4251,0.3059
6.239003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3878,0.3878,0.4251,0.3059
6.256004,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.3978,0.3978,0.4342,0.3059
6.273,0.0,0.0,-0.5884,-0.5884,0.5884,-0.075,0.1572,0.3878,0.3878,0.4251,0.3059
6.290055,0.0,0.0,0.5863,0.5863,0.5863,-0.075,0.1572,0.3978,0.3978,0.4342,0.3059
6.307002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3978,0.3978,0.4342,0.3059
6.324001,0.0,0.0,-0.5883,-0.5883,0.5883,-0.075,0.1572,0.3878,0.3878,0.4251,0.3059
6.341001,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.3978,0.3978,0.4342,0.3059
6.358001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.3978,0.3978,0.4342,0.3059
6.375001,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.4078,0.4078,0.4434,0.3059
6.392001,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.3978,0.3978,0.4342,0.3059
6.409,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1572,0.4078,0.4078,0.4434,0.3059
6.426,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4078,0.4078,0.4434,0.3059
6.443002,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.3978,0.3978,0.4342,0.3059
6.460002,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.4078,0.4078,0.4434,0.3059
6.477002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4078,0.4078,0.4434,0.3059
6.494004,0.0,0.0,-0.0,-0.0,0.0,-0.075,0.1572,0.4078,0.4078,0.4434,0.3059
6.511003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4078,0.4078,0.4434,0.3059
6.528055,0.0,0.0,0.5864,0.5864,0.5864,-0.075,0.1572,0.4178,0.4178,0.4526,0.3059
6.545002,0.0,0.0,-0.5901,-0.5901,0.5901,-0.075,0.1572,0.4078,0.4078,0.4434,0.3059
6.562054,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4078,0.4078,0.4434,0.3059
6.579,0.0,0.0,0.5901,0.5901,0.5901,-0.075,0.1572,0.4178,0.4178,0.4526,0.3059
6.596002,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.4078,0.4078,0.4434,0.3059
6.613003,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.4178,0.4178,0.4526,0.3059
6.630003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4178,0.4178,0.4526,0.3059
6.647048,0.0,0.0,-0.0,-0.0,0.0,-0.075,0.1572,0.4178,0.4178,0.4526,0.3059
6.664002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4178,0.4178,0.4526,0.3059
6.681003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4178,0.4178,0.4526,0.3059
6.698002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4178,0.4178,0.4526,0.3059
6.715004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4178,0.4178,0.4526,0.3059
6.732001,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1572,0.4278,0.4278,0.4619,0.3059
6.749001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4278,0.4278,0.4619,0.3059
6.766,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4278,0.4278,0.4619,0.3059
6.783004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4278,0.4278,0.4619,0.3059
6.8,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4278,0.4278,0.4619,0.3059
6.817001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4278,0.4278,0.4619,0.3059
6.834001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4278,0.4278,0.4619,0.3059
6.851002,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.4378,0.4378,0.4712,0.3059
6.868003,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.4278,0.4278,0.4619,0.3059
6.885003,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.4378,0.4378,0.4712,0.3059
6.902004,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4378,0.4378,0.4712,0.3059
6.919001,0.0,0.0,-0.5883,-0.5883,0.5883,-0.075,0.1572,0.4278,0.4278,0.4619,0.3059
6.936001,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.4378,0.4378,0.4712,0.3059
6.953003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4378,0.4378,0.4712,0.3059
6.970002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4378,0.4378,0.4712,0.3059
6.987,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4378,0.4378,0.4712,0.3059
7.004001,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.4478,0.4478,0.4805,0.3059
7.021001,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.4378,0.4378,0.4712,0.3059
7.038054,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4378,0.4378,0.4712,0.3059
7.055002,0.0,0.0,0.59,0.59,0.59,-0.075,0.1572,0.4478,0.4478,0.4805,0.3059
7.072055,0.0,0.0,-0.5864,-0.5864,0.5864,-0.075,0.1572,0.4378,0.4378,0.4712,0.3059
7.089004,0.0,0.0,0.59,0.59,0.59,-0.075,0.1572,0.4478,0.4478,0.4805,0.3059
7.106003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4478,0.4478,0.4805,0.3059
7.123002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4478,0.4478,0.4805,0.3059
7.140002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4478,0.4478,0.4805,0.3059
7.157002,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4478,0.4478,0.4805,0.3059
7.174001,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1572,0.4578,0.4578,0.4898,0.3059
7.191004,0.0,0.0,-0.5881,-0.5881,0.5881,-0.075,0.1572,0.4478,0.4478,0.4805,0.3059
7.208002,0.0,0.0,0.5883,0.5883,0.5883,-0.075,0.1572,0.4578,0.4578,0.4898,0.3059
7.225001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4578,0.4578,0.4898,0.3059
7.242001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4578,0.4578,0.4898,0.3059
7.259003,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4578,0.4578,0.4898,0.3059
7.276001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4578,0.4578,0.4898,0.3059
7.293001,0.0,0.0,-0.0,-0.0,0.0,-0.075,0.1572,0.4578,0.4578,0.4898,0.3059
7.310055,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4578,0.4578,0.4898,0.3059
7.327003,0.0,0.0,0.59,0.59,0.59,-0.075,0.1572,0.4678,0.4678,0.4992,0.3059
7.344002,0.0,0.0,-0.5883,-0.5883,0.5883,-0.075,0.1572,0.4578,0.4578,0.4898,0.3059
7.361003,0.0,0.0,0.5882,0.5882,0.5882,-0.075,0.1572,0.4678,0.4678,0.4992,0.3059
7.378001,0.0,0.0,0.0,0.0,0.0,-0.075,0.1572,0.4678,0.4678,0.4992,0.3059
7.395002,0.0,0.0,-0.5882,-0.5882,0.5882,-0.075,0.1572,0.4578,0.4578,0.4898,0.3059
